,Unnamed: 0,hr,,,Name,weight,mlb_g,height_inches,era,round_sort,round,draft_type,rbi,bats,description,sv,height_feet,pick,year,name_last_first,avg,overall,milb_g,Team,league_full,primary_position,team_abbrev,birth_date,so,throws,league_id,l,w,school,trans_date,sb,signed_sw,round_desc,player_id,team_id,DOB,First,Last,,
68159,68159,0,,,Alan Busenitz,180,1,1,4.58,25,25,JR,0,R,June Amateur Draft,0,6,21,2013,"Busenitz, Alan",,757,Y,LAA,American League,RHP,LAA,8/22/1990,49,R,103,2,5,Kennesaw State,2013-06-14T00:00:00,0,Y,Round 25,641427,108,08/22/90,Alan,Busenitz,,
68175,68175,13,,,Mauricio Dubon,173,1,0,-1,26,26,JR,50,R,June Amateur Draft,,6,7,2013,"Dubon, Mauricio",0.26,773,Y,BOS,American League,SS,BOS,7/19/1994,,R,103,,,Capital Christian (CA) HS,2013-07-12T00:00:00,7,Y,Round 26,643289,111,07/19/94,Mauricio,Dubon,,
68196,68196,0,,,Cal Quantrill,195,1,3,3.64,26,26,JR,1,L,June Amateur Draft,1,6,28,2013,"Quantrill, Cal",0.111,794,Y,NYY,American League,RHP,NYY,2/10/1995,241,R,103,11,16,Trinity College,,0,N,Round 26,615698,147,02/10/95,Cal,Quantrill,,
68197,68197,6,,,Eli White,195,1,3,-1,26,26,JR,18,R,June Amateur Draft,,6,29,2013,"White, Eli",0.179,795,Y,CIN,National League,SS,CIN,6/26/1994,,R,104,,,Wren (SC) HS,,5,N,Round 26,642201,113,06/26/94,Eli,White,,
68198,68198,24,,,Garrett Hampson,196,1,11,-1,26,26,JR,75,R,June Amateur Draft,,5,30,2013,"Hampson, Garrett",0.242,796,Y,WSN,National League,SS,WSH,10/10/1994,,R,104,,,Reno (NV) HS,,40,N,Round 26,641658,120,10/10/94,Garrett,Hampson,,
68218,68218,0,,,Joe Mantiply,219,1,4,5.09,27,27,JR,0,R,June Amateur Draft,0,6,20,2013,"Mantiply, Joe",,816,Y,DET,American League,LHP,DET,3/1/1991,42,L,103,2,1,Virginia Tech,2013-06-14T00:00:00,0,Y,Round 27,573009,116,03/01/91,Joe,Mantiply,,
68221,68221,0,,,Donnie Hart,180,1,11,3.13,27,27,JR,0,L,June Amateur Draft,0,5,23,2013,"Hart, Donnie",0,819,Y,BAL,American League,LHP,BAL,9/6/1990,57,L,103,0,2,Texas State,2013-06-19T00:00:00,0,Y,Round 27,643354,110,09/06/90,Donnie,Hart,,
68227,68227,7,,,Zack Collins,220,1,3,-1,27,27,JR,38,L,June Amateur Draft,,6,29,2013,"Collins, Zack",0.196,825,Y,CIN,National League,C,CIN,2/6/1995,,R,104,,,American Heritage School (FL),,1,N,Round 27,641470,113,02/06/95,Zack,Collins,,
68231,68231,0,,,Heath Fillmyer,195,1,1,5.07,28,28,JR,1,R,June Amateur Draft,0,6,3,2013,"Fillmyer, Heath",0.25,829,Y,COL,National League,RHP,COL,5/16/1994,72,R,104,4,4,Mercer County CC,,0,N,Round 28,641571,115,05/16/94,Heath,Fillmyer,,
68237,68237,0,,,Matt Dermody,190,1,5,5.13,28,28,JR,0,R,June Amateur Draft,0,6,9,2013,"Dermody, Matt",,835,Y,TOR,American League,LHP,TOR,7/4/1990,21,L,103,0,2,Iowa,2013-06-23T00:00:00,0,Y,Round 28,571616,141,07/04/90,Matt,Dermody,,
68249,68249,4,,,Michael Hermosillo,205,1,0,-1,28,28,JR,13,R,June Amateur Draft,,6,21,2013,"Hermosillo, Michael",0.19,847,Y,LAA,American League,CF,LAA,1/17/1995,,R,103,,,Ottawa Township (IL) HS,2013-06-14T00:00:00,3,Y,Round 28,641684,108,01/17/95,Michael,Hermosillo,,
68254,68254,,,,Dusten Knight,200,1,0,9.35,28,28,JR,,R,June Amateur Draft,0,6,26,2013,"Knight, Dusten",,852,Y,SFG,National League,RHP,SF,9/7/1990,11,R,104,0,0,Texas - Pan American,2013-06-18T00:00:00,,Y,Round 28,643400,137,09/07/90,Dusten,Knight,,
68268,68268,,,,Anthony Kay,225,1,0,5.5,29,29,JR,,L,June Amateur Draft,0,6,10,2013,"Kay, Anthony",,866,Y,NYM,National League,LHP,NYM,3/21/1995,74,L,104,2,4,Ward Melville (NY) HS,,,N,Round 29,641743,121,03/21/95,Anthony,Kay,,
68270,68270,0,,,Kyle Lloyd,220,1,4,9,29,29,JR,0,R,June Amateur Draft,0,6,12,2013,"Lloyd, Kyle",0,868,Y,SDP,National League,RHP,SD,10/16/1990,2,R,104,0,0,Evansville,2013-06-11T00:00:00,0,Y,Round 29,643414,135,10/16/90,Kyle,Lloyd,,
68272,68272,0,,,Matt Foster,215,1,0,4.52,29,29,JR,0,R,June Amateur Draft,1,6,14,2013,"Foster, Matt",,870,Y,ARI,National League,RHP,ARI,1/27/1995,71,R,104,2,8,Valley (AL) HS,,0,N,Round 29,641582,109,01/27/95,Matt,Foster,,
68273,68273,31,,,Cavan Biggio,200,1,2,-1,29,29,JR,102,L,June Amateur Draft,,6,15,2013,"Biggio, Cavan",0.233,871,Y,PHI,National League,2B,PHI,4/11/1995,,R,104,,,St Thomas HS,,23,N,Round 29,624415,143,04/11/95,Cavan,Biggio,,
68280,68280,0,,,Hunter Wood,175,1,1,3.34,29,29,JR,0,R,June Amateur Draft,1,6,22,2013,"Wood, Hunter",,878,Y,TBR,American League,RHP,TB,8/12/1993,86,R,103,2,2,Howard College,2013-06-18T00:00:00,0,Y,Round 29,621056,139,08/12/93,Hunter,Wood,,
68297,68297,44,,,Rowdy Tellez,255,1,4,-1,30,30,JR,126,L,June Amateur Draft,,6,9,2013,"Tellez, Rowdy",0.246,895,Y,TOR,American League,1B,TOR,3/16/1995,,L,103,,,Elk Grove (CA) HS,2013-07-12T00:00:00,1,Y,Round 30,642133,141,03/16/95,Rowdy,Tellez,,
68298,68298,,,,David McKay,205,1,3,6.08,30,30,JR,,R,June Amateur Draft,0,6,10,2013,"McKay, David",,896,Y,NYM,National League,RHP,NYM,3/31/1995,34,R,104,0,0,Viera (FL) HS,,,N,Round 30,641853,121,03/31/95,David,McKay,,
68312,68312,,,,Joe Palumbo,195,1,0,9.47,30,30,JR,,L,June Amateur Draft,0,6,24,2013,"Palumbo, Joe",,910,Y,TEX,American League,LHP,TEX,10/26/1994,26,L,103,4,0,St John The Baptist (NY) HS,2013-06-13T00:00:00,,Y,Round 30,643478,140,10/26/94,Joe,Palumbo,,
68315,68315,,,,Sterling Sharp,182,1,3,10.13,30,30,JR,,R,June Amateur Draft,0,6,27,2013,"Sharp, Sterling",,913,Y,ATL,National League,RHP,ATL,5/30/1995,3,R,104,0,0,North Farmington (MI) HS,,,N,Round 30,643532,144,05/30/95,Sterling,Sharp,,
68323,68323,0,,,Wil Crowe,235,1,2,6.2,31,31,JR,0,R,June Amateur Draft,0,6,5,2013,"Crowe, Wil",0.063,921,Y,CLE,American League,RHP,CLE,9/9/1994,110,R,103,10,4,Pigeon Forge HS,,0,N,Round 31,640444,114,09/09/94,Wil,Crowe,,
68326,68326,0,,,T.J. Zeuch,245,1,7,4.59,31,31,JR,0,R,June Amateur Draft,0,6,8,2013,"Zeuch, T.J.",0,924,Y,KCR,American League,RHP,KC,8/1/1995,31,R,103,4,2,Mason (OH) HS,,0,N,Round 31,643615,118,08/01/95,T.J.,Zeuch,,
68346,68346,67,,,Andrew Benintendi,180,1,9,-1,31,31,JR,329,L,June Amateur Draft,,5,29,2013,"Benintendi, Andrew",0.274,945,Y,CIN,National League,CF,CIN,7/6/1994,,L,104,,,Madeira (OH) HS,,61,N,Round 31,643217,113,07/06/94,Andrew,Benintendi,,
68350,68350,,,,Thomas Hatch,205,1,1,3.79,32,32,JR,,R,June Amateur Draft,0,6,3,2013,"Hatch, Thomas",,949,Y,COL,National League,RHP,COL,9/29/1994,31,R,104,2,3,Jenks (OK) HS,,,N,Round 32,641672,115,09/29/94,Thomas,Hatch,,
68354,68354,9,,,Matt Thaiss,215,1,0,-1,32,32,JR,24,L,June Amateur Draft,,6,7,2013,"Thaiss, Matt",0.201,953,Y,BOS,American League,C,BOS,5/6/1995,,R,103,,,Jackson Memorial (NJ) HS,,0,N,Round 32,642136,111,05/06/95,Matt,Thaiss,,
68355,68355,,,,Mike Shawaryn,240,1,2,9.74,32,32,JR,,R,June Amateur Draft,0,6,8,2013,"Shawaryn, Mike",,954,Y,KCR,American League,RHP,KC,9/17/1994,29,R,103,0,0,Gloucester Catholic (NJ) HS,,,N,Round 32,642067,118,09/17/94,Mike,Shawaryn,,
68378,68378,26,,,Tyler White,238,1,11,18.56,33,33,JR,103,R,June Amateur Draft,0,5,1,2013,"White, Tyler",0.236,977,Y,HOU,American League,3B,HOU,10/29/1990,2,R,103,0,0,Western Carolina,2013-06-17T00:00:00,1,Y,Round 33,643603,117,10/29/90,Tyler,White,,
68388,68388,0,,,Corey Ray,196,1,0,-1,33,33,JR,0,L,June Amateur Draft,,6,11,2013,"Ray, Corey",0,987,Y,SEA,American League,CF,SEA,9/22/1994,,L,103,,,Simeon Career Academy (IL),,0,N,Round 33,641999,136,09/22/94,Corey,Ray,,
68392,68392,0,,,Harrison Musgrave,206,1,1,4.45,33,33,JR,0,L,June Amateur Draft,0,6,15,2013,"Musgrave, Harrison",0,991,Y,PHI,National League,LHP,PHI,3/3/1992,44,L,104,3,2,West Virginia,,0,N,Round 33,643466,143,03/03/92,Harrison,Musgrave,,
68416,68416,0,,,Dane Dunning,225,1,4,4.24,34,34,JR,0,R,June Amateur Draft,0,6,9,2013,"Dunning, Dane",0.333,1015,Y,TOR,American League,RHP,TOR,12/20/1994,146,R,103,9,7,Clay (FL) HS,,0,N,Round 34,641540,141,12/20/94,Dane,Dunning,,
68457,68457,,,,A.J. Puk,248,1,7,4.74,35,35,JR,,L,June Amateur Draft,0,6,20,2013,"Puk, A.J.",,1056,Y,DET,American League,LHP,DET,4/25/1995,29,L,103,3,2,Washington (IA) HS,,,N,Round 35,640462,116,04/25/95,A.J.,Puk,,
68475,68475,6,,,Ryan McBroom,220,1,3,-1,36,36,JR,16,R,June Amateur Draft,,6,8,2013,"McBroom, Ryan",0.268,1074,Y,KCR,American League,1B,KC,4/9/1992,,L,103,,,West Virginia,,0,N,Round 36,643436,118,04/09/92,Ryan,McBroom,,
68491,68491,0,,,Dakota Hudson,215,1,5,3.2,36,36,JR,2,R,June Amateur Draft,1,6,24,2013,"Hudson, Dakota",0.093,1090,Y,TEX,American League,RHP,TEX,9/15/1994,188,R,103,10,24,Sequatchie County (TN) HS,,0,N,Round 36,641712,140,09/15/94,Dakota,Hudson,,
68495,68495,0,,,Nestor Cortes,210,1,11,4.68,36,36,JR,0,R,June Amateur Draft,0,5,28,2013,"Cortes, Nestor",0,1094,Y,NYY,American League,LHP,NYY,12/10/1994,178,L,103,4,7,Hialeah Senior (FL) HS,2013-07-12T00:00:00,0,Y,Round 36,641482,147,12/10/94,Nestor,Cortes,,
68496,68496,0,,,Taylor Hearn,230,1,6,4.71,36,36,JR,0,L,June Amateur Draft,0,6,29,2013,"Hearn, Taylor",,1095,Y,CIN,National League,LHP,CIN,8/30/1994,113,L,104,6,6,San Jacinto College,,0,N,Round 36,621368,113,08/30/94,Taylor,Hearn,,
68505,68505,1,,,Will Craig,235,1,3,-1,37,37,JR,3,R,June Amateur Draft,,6,8,2013,"Craig, Will",0.203,1104,Y,KCR,American League,3B,KC,11/16/1994,,R,103,,,Science Hill (TN) HS,,0,N,Round 37,643269,118,11/16/94,Will,Craig,,
68515,68515,0,,,Justin Dunn,185,1,2,3.94,37,37,JR,1,R,June Amateur Draft,0,6,18,2013,"Dunn, Justin",0.25,1114,Y,LAD,National League,RHP,LAD,9/22/1995,92,R,104,4,5,The Gunnery School (NY),,0,N,Round 37,643290,119,09/22/95,Justin,Dunn,,
68551,68551,3,,,Sheldon Neuse,232,1,0,-1,38,38,JR,11,R,June Amateur Draft,,6,24,2013,"Neuse, Sheldon",0.207,1150,Y,TEX,American League,SS,TEX,12/10/1994,,R,103,,,Fossil Ridge (TX) HS,,1,N,Round 38,641914,140,12/10/94,Sheldon,Neuse,,
68563,68563,,,,Daulton Jefferies,182,1,0,5.82,39,39,JR,,L,June Amateur Draft,0,6,6,2013,"Jefferies, Daulton",,1162,Y,MIA,National League,RHP,MIA,8/2/1995,9,R,104,1,1,Buhach Colony (CA) HS,,,N,Round 39,641726,146,08/02/95,Daulton,Jefferies,,
68600,68600,,,,Bryan Baker,245,1,6,0,40,40,JR,,R,June Amateur Draft,0,6,13,2013,"Baker, Bryan",,1199,Y,PIT,National League,RHP,PIT,12/2/1994,1,R,104,0,0,Choctawhatchee (FL) HS,,,N,Round 40,641329,134,12/02/94,Bryan,Baker,,
68614,68614,0,,,Connor Brogdon,205,1,6,3.66,40,40,JR,0,R,June Amateur Draft,1,6,27,2013,"Brogdon, Connor",,1213,Y,ATL,National League,RHP,ATL,1/29/1995,62,R,104,4,6,Liberty (CA) HS,,0,N,Round 40,641401,144,01/29/95,Connor,Brogdon,,
68617,68617,0,,,Shaun Anderson,228,1,4,5.59,40,40,JR,0,R,June Amateur Draft,2,6,30,2013,"Anderson, Shaun",0.08,1216,Y,WSN,National League,RHP,WSH,10/29/1994,107,R,104,5,3,American Heritage School (FL),,0,N,Round 40,641312,120,10/29/94,Shaun,Anderson,,
68618,68618,0,,,Patrick Schuster,190,1,2,18.69,1,1,RV,0,R,Rule V Draft,0,6,1,2013,"Schuster, Patrick",,1,Y,HOU,American League,E,HOU,10/30/1990,8,L,103,1,0,,,0,N,Round 1,572119,117,10/30/90,Patrick,Schuster,,
68619,68619,2,,,Adrian Nieto,205,1,10,-1,1,1,RV,7,S,Rule V Draft,,5,2,2013,"Nieto, Adrian",0.236,2,Y,CHW,American League,C,CWS,11/12/1989,,R,103,,,,,0,N,Round 1,543589,145,11/12/89,Adrian,Nieto,,
68621,68621,0,,,Tommy Kahnle,230,1,1,3.82,1,1,RV,0,R,Rule V Draft,4,6,4,2013,"Kahnle, Tommy",0,4,Y,COL,National League,E,COL,8/7/1989,344,R,104,9,9,,,0,N,Round 1,592454,115,08/07/89,Tommy,Kahnle,,
68622,68622,0,,,Brian Moran,225,1,4,6.55,1,1,RV,0,L,Rule V Draft,0,6,5,2013,"Moran, Brian",,5,Y,TOR,American League,E,TOR,9/30/1988,17,L,103,0,2,,,0,N,Round 1,572383,141,09/30/88,Brian,Moran,,
68623,68623,0,,,Seth Rosin,265,1,6,12,1,1,RV,0,R,Rule V Draft,0,6,6,2013,"Rosin, Seth",,6,Y,NYM,National League,E,NYM,11/2/1988,3,R,104,0,1,,,0,N,Round 1,519229,121,11/02/88,Seth,Rosin,,
68624,68624,0,,,Wei-Chung Wang,160,1,1,6.52,1,1,RV,0,L,Rule V Draft,0,6,7,2013,"Wang, Wei-Chung",,7,Y,MIL,National League,S,MIL,4/25/1992,33,L,104,0,3,,,0,N,Round 1,623913,158,04/25/92,Wei-Chung,Wang,,
68625,68625,0,,,Marcos Mateo,220,1,1,4.65,1,1,RV,0,R,Rule V Draft,0,6,8,2013,"Mateo, Marcos",0,8,Y,ARI,National League,E,ARI,4/18/1984,84,R,104,4,2,,,0,N,Round 1,456496,109,04/18/84,Marcos,Mateo,,
68629,68629,0,,,Carlos Rodon,245,1,3,3.82,1,1,JR,2,L,June Amateur Draft,0,6,3,2014,"Rodon, Carlos",0.154,3,Y,CHW,American League,LHP,CWS,12/10/1992,706,L,103,38,41,North Carolina State,2014-07-11T00:00:00,0,Y,Round 1,607074,145,12/10/92,Carlos,Rodon,,
68630,68630,152,,,Kyle Schwarber,229,1,0,-1,1,1,JR,349,L,June Amateur Draft,,6,4,2014,"Schwarber, Kyle",0.236,4,Y,CHC,National League,C,CHC,3/5/1993,,R,104,,,Indiana,2014-06-11T00:00:00,12,Y,Round 1,656941,112,03/05/93,Kyle,Schwarber,,
68631,68631,4,,,Nick Gordon,160,1,0,-1,1,1,JR,21,L,June Amateur Draft,,6,5,2014,"Gordon, Nick",0.251,5,Y,MIN,American League,SS,MIN,10/24/1995,,R,103,,,Olympia (FL) HS,2014-06-09T00:00:00,10,Y,Round 1,624503,142,10/24/95,Nick,Gordon,,
68632,68632,3,,,Alex Jackson,215,1,2,-1,1,1,JR,11,R,June Amateur Draft,,6,6,2014,"Jackson, Alex",0.118,6,Y,SEA,American League,OF,SEA,12/25/1995,,R,103,,,Rancho Bernardo (CA) HS,2014-06-23T00:00:00,0,Y,Round 1,656577,136,12/25/95,Alex,Jackson,,
68633,68633,0,,,Aaron Nola,200,1,2,3.67,1,1,JR,12,R,June Amateur Draft,0,6,7,2014,"Nola, Aaron",0.089,7,Y,PHI,National League,RHP,PHI,6/4/1993,1141,R,104,48,67,Louisiana State,2014-06-10T00:00:00,0,Y,Round 1,605400,143,06/04/93,Aaron,Nola,,
68634,68634,1,,,Kyle Freeland,204,1,4,4.23,1,1,JR,8,L,June Amateur Draft,0,6,8,2014,"Freeland, Kyle",0.128,8,Y,COL,National League,LHP,COL,5/14/1993,507,L,104,40,39,Evansville,2014-06-15T00:00:00,0,Y,Round 1,607536,115,05/14/93,Kyle,Freeland,,
68635,68635,0,,,Jeff Hoffman,235,1,5,5.99,1,1,JR,3,R,June Amateur Draft,1,6,9,2014,"Hoffman, Jeff",0.13,9,Y,TOR,American League,RHP,TOR,1/8/1993,270,R,103,21,13,East Carolina,2014-07-02T00:00:00,0,Y,Round 1,656546,141,01/08/93,Jeff,Hoffman,,
68636,68636,130,,,Michael Conforto,215,1,1,-1,1,1,JR,391,L,June Amateur Draft,,6,10,2014,"Conforto, Michael",0.254,10,Y,NYM,National League,OF,NYM,3/1/1993,,R,104,,,Oregon State,2014-07-11T00:00:00,18,Y,Round 1,624424,121,03/01/93,Michael,Conforto,,
68639,68639,100,,,Trea Turner,185,1,2,-1,1,1,JR,323,R,June Amateur Draft,,6,13,2014,"Turner, Trea",0.301,13,Y,SDP,National League,SS,SD,6/30/1993,,R,104,,,North Carolina State,2014-06-13T00:00:00,202,Y,Round 1,607208,135,06/30/93,Trea,Turner,,
68640,68640,0,,,Tyler Beede,216,1,2,5.44,1,1,JR,1,R,June Amateur Draft,0,6,14,2014,"Beede, Tyler",0.1,14,Y,SFG,National League,RHP,SF,5/23/1993,124,R,104,11,5,Vanderbilt,2014-07-11T00:00:00,0,Y,Round 1,595881,137,05/23/93,Tyler,Beede,,
68641,68641,0,,,Sean Newcomb,255,1,5,4.21,1,1,JR,1,L,June Amateur Draft,2,6,15,2014,"Newcomb, Sean",0.037,15,Y,LAA,American League,LHP,LAA,6/12/1993,386,L,103,23,24,Hartford,2014-07-18T00:00:00,0,Y,Round 1,656794,108,06/12/93,Sean,Newcomb,,
68642,68642,0,,,Touki Toussaint,215,1,3,5.46,1,1,JR,0,R,June Amateur Draft,0,6,16,2014,"Toussaint, Touki",0.029,16,Y,ARI,National League,RHP,ARI,6/20/1996,155,R,104,6,9,Coral Springs Christian Academy (FL) HS,2014-06-20T00:00:00,0,Y,Round 1,657053,109,06/20/96,Touki,Toussaint,,
68643,68643,0,,,Brandon Finnegan,216,1,11,4.11,1,1,JR,2,L,June Amateur Draft,0,5,17,2014,"Finnegan, Brandon",0.087,17,Y,KCR,American League,LHP,KC,4/14/1993,230,L,103,18,16,Texas Christian,2014-06-28T00:00:00,0,Y,Round 1,605232,118,04/14/93,Brandon,Finnegan,,
68644,68644,0,,,Erick Fedde,200,1,4,5.17,1,1,JR,1,R,June Amateur Draft,0,6,18,2014,"Fedde, Erick",0.042,18,Y,WSN,National League,RHP,WSH,2/25/1993,256,R,104,20,15,Nevada - Las Vegas,2014-07-18T00:00:00,0,Y,Round 1,607200,120,02/25/93,Erick,Fedde,,
68647,68647,19,,,Bradley Zimmer,185,1,4,-1,1,1,JR,82,L,June Amateur Draft,,6,21,2014,"Zimmer, Bradley",0.226,21,Y,CLE,American League,OF,CLE,11/27/1992,,R,103,,,San Francisco,2014-06-17T00:00:00,37,Y,Round 1,605548,114,11/27/92,Bradley,Zimmer,,
68649,68649,3,,,Derek Hill,190,1,2,-1,1,1,JR,14,R,June Amateur Draft,,6,23,2014,"Hill, Derek",0.247,23,Y,DET,American League,OF,DET,12/30/1995,,R,103,,,Elk Grove (CA) HS,2014-06-17T00:00:00,6,Y,Round 1,656537,116,12/30/95,Derek,Hill,,
68650,68650,4,,,Cole Tucker,205,1,3,-1,1,1,JR,27,S,June Amateur Draft,,6,24,2014,"Tucker, Cole",0.217,24,Y,PIT,National League,SS,PIT,7/3/1996,,R,104,,,Mountain Pointe (AZ) HS,2014-06-12T00:00:00,3,Y,Round 1,657061,134,07/03/96,Cole,Tucker,,
68651,68651,111,,,Matt Chapman,215,1,0,-1,1,1,JR,296,R,June Amateur Draft,,6,25,2014,"Chapman, Matt",0.244,25,Y,OAK,American League,3B,OAK,4/28/1993,,R,103,,,Cal State Fullerton,2014-06-16T00:00:00,5,Y,Round 1,656305,133,04/28/93,Matt,Chapman,,
68652,68652,26,,,Michael Chavis,210,1,10,-1,1,1,JR,85,R,June Amateur Draft,,5,26,2014,"Chavis, Michael",0.239,26,Y,BOS,American League,SS,BOS,8/11/1995,,R,103,,,Sprayberry Senior (GA) HS,2014-06-24T00:00:00,6,Y,Round 1,656308,111,08/11/95,Michael,Chavis,,
68653,68653,1,,,Luke Weaver,183,1,2,4.66,1,1,JR,8,R,June Amateur Draft,0,6,27,2014,"Weaver, Luke",0.168,27,Y,STL,National League,RHP,STL,8/21/1993,418,R,104,35,23,Florida State,2014-06-19T00:00:00,0,Y,Round 1,596133,138,08/21/93,Luke,Weaver,,
68654,68654,,,,Foster Griffin,225,1,3,0,1,1,JR,,R,June Amateur Draft,0,6,28,2014,"Griffin, Foster",,28,Y,KCR,American League,LHP,KC,7/27/1995,1,L,103,0,1,The First Academy (FL) HS,2014-06-10T00:00:00,,Y,Round 1,656492,118,07/27/95,Foster,Griffin,,
68655,68655,2,,,Alex Blandino,190,1,0,7.71,1,1,JR,16,R,June Amateur Draft,0,6,29,2014,"Blandino, Alex",0.226,29,Y,CIN,National League,,CIN,11/6/1992,3,R,104,0,0,Stanford,2014-06-20T00:00:00,1,Y,Round 1,607468,113,11/06/92,Alex,Blandino,,
68656,68656,,,,Luis Ortiz,230,1,3,12.71,1,1,JR,,R,June Amateur Draft,0,6,30,2014,"Ortiz, Luis",,30,Y,TEX,American League,RHP,TEX,9/22/1995,3,R,103,2,0,Sanger (CA) HS,2014-06-11T00:00:00,,Y,Round 1,656814,140,09/22/95,Luis,Ortiz,,
68657,68657,0,,,Justus Sheffield,195,1,10,5.58,1,1,JR,0,L,June Amateur Draft,0,5,31,2014,"Sheffield, Justus",0.25,31,Y,CLE,American League,LHP,CLE,5/13/1996,148,L,103,12,11,Tullahoma (TN) HS,2014-06-16T00:00:00,0,Y,Round 1,656954,114,05/13/96,Justus,Sheffield,,
68659,68659,0,,,Michael Kopech,210,1,3,3.94,1,1,JR,0,R,June Amateur Draft,0,6,33,2014,"Kopech, Michael",0,33,Y,BOS,American League,RHP,BOS,4/30/1996,109,R,103,4,5,Mt Pleasant (TX) HS,2014-06-17T00:00:00,0,Y,Round 1,656629,111,04/30/96,Michael,Kopech,,
68660,68660,1,,,Jack Flaherty,225,1,4,3.36,1,1,JR,7,R,June Amateur Draft,0,6,34,2014,"Flaherty, Jack",0.154,34,Y,STL,National League,RHP,STL,10/15/1995,564,R,104,24,32,Harvard-Westlake (CA) HS,2014-06-19T00:00:00,1,Y,Round 1,656427,138,10/15/95,Jack,Flaherty,,
68663,68663,17,,,Derek Fisher,215,1,3,-1,1,CBA,JR,53,L,June Amateur Draft,,6,3,2014,"Fisher, Derek",0.195,37,Y,HOU,American League,OF,HOU,8/21/1993,,R,103,,,Virginia,2014-07-01T00:00:00,10,Y,Round CBA,605233,117,08/21/93,Derek,Fisher,,
68665,68665,8,,,Connor Joe,205,1,0,-1,1,CBA,JR,35,R,June Amateur Draft,,6,5,2014,"Joe, Connor",0.268,39,Y,PIT,National League,OF,PIT,8/16/1992,,R,104,,,San Diego,2014-06-17T00:00:00,0,Y,Round CBA,656582,134,08/16/92,Connor,Joe,,
68668,68668,4,,,AJ Reed,275,1,4,0,2,2,JR,12,L,June Amateur Draft,0,6,1,2014,"Reed, AJ",0.149,42,Y,HOU,American League,1B,HOU,5/10/1993,0,L,103,0,0,Kentucky,2014-06-11T00:00:00,0,Y,Round 2,607223,117,05/10/93,AJ,Reed,,
68672,68672,0,,,Nick Burdi,225,1,3,9.49,2,2,JR,0,R,June Amateur Draft,1,6,5,2014,"Burdi, Nick",,46,Y,MIN,American League,RHP,MIN,1/19/1993,23,R,103,2,2,Downers Grove South (IL) HS,2014-06-26T00:00:00,0,Y,Round 2,595897,142,01/19/93,Nick,Burdi,,
68674,68674,0,,,Ryan Castellani,218,1,4,5.79,2,2,JR,0,R,June Amateur Draft,0,6,7,2014,"Castellani, Ryan",0,48,Y,COL,National League,P,COL,4/1/1996,27,R,104,4,1,Brophy Jesuit (AZ) Prep School,2014-06-18T00:00:00,0,Y,Round 2,624418,115,04/01/96,Ryan,Castellani,,
68675,68675,0,,,Sean Reid-Foley,230,1,3,4.58,2,2,JR,0,R,June Amateur Draft,0,6,8,2014,"Reid-Foley, Sean",0,49,Y,TOR,American League,RHP,TOR,8/30/1995,102,R,103,9,7,Sandalwood (FL) HS,2014-06-10T00:00:00,0,Y,Round 2,656887,141,08/30/95,Sean,Reid-Foley,,
68676,68676,1,,,Monte Harrison,225,1,3,-1,2,2,JR,3,R,June Amateur Draft,,6,9,2014,"Harrison, Monte",0.175,50,Y,MIL,National League,OF,MIL,8/10/1995,,R,104,,,Lee's Summit West (MO) HS,2014-06-14T00:00:00,6,Y,Round 2,656509,158,08/10/95,Monte,Harrison,,
68678,68678,9,,,Aramis Garcia,228,1,1,-1,2,2,JR,21,R,June Amateur Draft,,6,11,2014,"Garcia, Aramis",0.218,52,Y,SFG,National League,C,SF,1/12/1993,,R,104,,,Florida International,2014-07-18T00:00:00,0,Y,Round 2,605244,137,01/12/93,Aramis,Garcia,,
68681,68681,,,,Jacob Lindgren,195,1,11,5.14,2,2,JR,,R,June Amateur Draft,0,5,14,2014,"Lindgren, Jacob",,55,Y,NYY,American League,LHP,NYY,3/12/1993,8,L,103,0,0,Mississippi State,2014-06-19T00:00:00,,Y,Round 2,605338,147,03/12/93,Jacob,Lindgren,,
68682,68682,,,,Scott Blewett,245,1,6,3.38,2,2,JR,,R,June Amateur Draft,0,6,15,2014,"Blewett, Scott",,56,Y,KCR,American League,RHP,KC,4/10/1996,8,R,103,0,0,Baker (NY) HS,2014-06-16T00:00:00,,Y,Round 2,656240,118,04/10/96,Scott,Blewett,,
68683,68683,0,,,Andrew Suarez,202,1,0,4.66,2,2,JR,0,L,June Amateur Draft,0,6,16,2014,"Suarez, Andrew",0.06,57,Y,WSN,National League,LHP,WSH,9/11/1992,160,L,104,15,7,Miami,,0,N,Round 2,605498,120,09/11/92,Andrew,Suarez,,
68688,68688,33,,,Alex Verdugo,192,1,0,-1,2,2,JR,123,L,June Amateur Draft,,6,21,2014,"Verdugo, Alex",0.29,62,Y,LAD,National League,OF,LAD,5/15/1996,,L,104,,,Sahuaro (AZ) HS,2014-06-14T00:00:00,14,Y,Round 2,657077,119,05/15/96,Alex,Verdugo,,
68689,68689,0,,,Spencer Turnbull,210,1,3,4.25,2,2,JR,0,R,June Amateur Draft,0,6,22,2014,"Turnbull, Spencer",0,63,Y,DET,American League,RHP,DET,9/18/1992,256,R,103,25,11,Madison Central (MS) HS,2014-06-17T00:00:00,0,Y,Round 2,605513,116,09/18/92,Spencer,Turnbull,,
