,PLAYERID,LAST,FIRST,NICKNAME,BIRTHDATE,BIRTH CITY,BIRTH STATE,BIRTH COUNTRY,PLAY DEBUT,PLAY LASTGAME,MGR DEBUT,MGR LASTGAME,COACH DEBUT,COACH LASTGAME,UMP DEBUT,UMP LASTGAME,DEATHDATE,DEATH CITY,DEATH STATE,DEATH COUNTRY,BATS,THROWS,HEIGHT,WEIGHT,CEMETERY,CEME CITY,CEME STATE,CEME COUNTRY,CEME NOTE,BIRTH NAME,NAME CHG,BAT CHG,HOF,Debut Year
17717,taylk001,Taylor,Kerry Thomas,Kerry,1/25/1971,Bemidji,Minnesota,USA,4/13/1993,6/26/1994,,,,,,,,,,,R,R,3-Jun,200,,,,,,,,,NOT,1993
17718,tayll101,Taylor,Leo Thomas,Leo,5/13/1901,Walla Walla,Washington,USA,5/3/1923,5/3/1923,,,,,,,5/20/1982,Seattle,Washington,USA,R,R,5-10.5,150,Mount Pleasant Cemetery,Seattle,Washington,USA,,,,,NOT,1923
17719,tayll102,Taylor,George Edward,Live Oak,02/03/1851,Belfast,Maine,USA,08/21/1877,07/30/1884,,,,,,,02/19/1888,San Francisco,California,USA,,,,,Cypress Lawn Memoriap Park,Colma,California,USA,,,,,NOT,1877
17720,taylm001,Taylor,Michael D.,Michael,12/19/1985,Cheverly,Maryland,USA,9/2/2011,9/28/2014,,,,,,,,,,,R,R,5-Jun,256,,,,,,,,,NOT,2011
17721,taylm002,Taylor,Michael Anthony,Michael,3/26/1991,Fort Lauderdale,Florida,USA,8/12/2014,9/27/2020,,,,,,,,,,,R,R,3-Jun,210,,,,,,,,,NOT,2014
17722,taylp101,Taylor,Vernon Charles,Pete,11/26/1927,Severn,Maryland,USA,5/2/1952,5/2/1952,,,,,,,11/17/2003,Annapolis,Maryland,USA,R,R,1-Jun,170,Baldwin Memorial United Methodist Church Cemetery,Millersville,Maryland,USA,,,,,NOT,1952
17723,taylr001,Taylor,Reginald Tremain,Reggie,1/12/1977,Newberry,South Carolina,USA,9/17/2000,6/22/2005,,,,,,,,,,,L,R,1-Jun,175,,,,,,,,,NOT,2000
17724,taylr101,Taylor,Ronald Wesley,Ron,12/13/1937,Toronto,Ontario,Canada,4/11/1962,5/14/1972,,,,,,,,,,,R,R,1-Jun,195,,,,,,,,,NOT,1962
17725,tayls001,Taylor,Rodney Scott,Scott,8/2/1967,Defiance,Ohio,USA,9/17/1992,10/3/1993,,,,,,,,,,,L,L,1-Jun,185,,,,,,,,,NOT,1992
17726,tayls002,Taylor,Scott Michael,Scott,10/3/1966,Topeka,Kansas,USA,7/28/1995,8/7/1995,,,,,,,,,,,R,R,3-Jun,200,,,,,,,,,NOT,1995
17727,tayls102,Taylor,Samuel Douglas,Sammy,2/27/1933,Woodruff,South Carolina,USA,4/20/1958,8/6/1963,,,,,,,10/8/2019,Woodruff,South Carolina,USA,L,R,2-Jun,185,Chattanooga National Cemetery,Chattanooga,Tennessee,USA,,,,,NOT,1958
17728,taylt001,Taylor,Terry Derrell,Terry,7/28/1964,Crestview,Florida,USA,8/19/1988,9/20/1988,,,,,,,,,,,R,R,1-Jun,180,,,,,,,,,NOT,1988
17729,taylt002,Taylor,Tyrone Anthony,Tyrone,1/22/1994,Torrance,California,USA,9/7/2019,10/1/2020,,,,,,,,,,,R,R,Jun-00,185,,,,,,,,,,2019
17730,taylt101,Taylor,Antonio Nemesio (Sanchez),Tony,12/19/1935,Central Alava,,Cuba,4/15/1958,9/29/1976,,,28224,38263,,,7/16/2020,Hialeah,Florida,USA,R,R,9-May,170,,,,,,,,,NOT,1958
17731,taylt102,Taylor,Thomas Livingstone Carlton,Tommy,09/17/1892,Mexia,Texas,USA,7/9/1924,10/10/1924,,,,,,,4/5/1956,Greenville,Mississippi,USA,R,R,5-08.5,160,Greenville Cemetery,Greenville,Mississippi,USA,,,,,NOT,1924
17732,taylw001,Taylor,Wade Eric,Wade,10/19/1965,Mobile,Alabama,USA,6/2/1991,9/26/1991,,,,,,,,,,,R,R,1-Jun,185,,,,,,,,,NOT,1991
17733,taylw101,Taylor,Philip Wiley,Wiley,03/18/1888,Wamego,Kansas,USA,9/6/1911,8/5/1914,,,,,,,7/8/1954,Westmoreland,Kansas,USA,R,R,1-Jun,175,Louisville Cemetery,Louisville,Kansas,USA,"Block 4, Lot 96",,,,NOT,1911
17734,taylz101,Taylor,James Wren,Zack,07/27/1898,Yulee,Florida,USA,6/15/1920,9/24/1935,8/31/1946,9/30/1951,13254,17438,,,9/19/1974,Orlando,Florida,USA,R,R,5-11.5,180,Woodlawn Memorial Park,Gotha,Florida,USA,,,,,NOT,1920
17735,taylz102,Taylor,Zachary Hamner,Z.H.,02/21/1850,Baltimore,Maryland,USA,09/10/1874,10/14/1874,,,,,,,11/21/1917,Baltimore,Maryland,USA,,,,,Green Mount Cemetery,Baltimore,Maryland,USA,Section Z Lot 25,,,,NOT,1874
17736,tazaj001,Tazawa,Junichi,Junichi,6/6/1986,Yokohama,Kanagawa,Japan,8/7/2009,9/30/2018,,,,,,,,,,,R,R,11-May,180,,,,,,,,,NOT,2009
17737,teacb101,Teachout,Arthur John,Bud,2/27/1904,Los Angeles,California,USA,5/12/1930,4/15/1932,,,,,,,5/11/1985,Laguna Beach,California,USA,R,L,2-Jun,183,Cremated,,,,,,,,NOT,1930
17738,teafe001,Teaford,Everett James,Everett,5/15/1984,Alpharetta,Georgia,USA,5/17/2011,7/7/2015,,,,,,,,,,,L,L,11-May,155,,,,,,,,,NOT,2011
17739,teagt001,Teagarden,Taylor Hill,Taylor,12/21/1983,Dallas,Texas,USA,7/18/2008,7/26/2015,,,,,,,,,,,R,R,1-Jun,200,,,,,,,,,NOT,2008
17740,teahm001,Teahen,Mark Thomas,Mark,9/6/1981,Redlands,California,USA,4/4/2005,9/28/2011,,,,,,,,,,,L,R,3-Jun,210,,,,,,,,,NOT,2005
17741,tebbb101,Tebbetts,George Robert,Birdie,11/10/1912,Burlington,Vermont,USA,9/16/1936,9/14/1952,4/13/1954,8/19/1966,,,,,3/24/1999,Manatee,Florida,USA,R,R,5-11.5,170,St. Bernard Catholic Church Cemetery,Holmes Beach,Florida,USA,,,,,NOT,1936
17742,tebeg101,Tebeau,George,George,12/26/1861,St. Louis,Missouri,USA,04/16/1887,09/29/1895,,,,,,,2/4/1923,Denver,Colorado,USA,R,R,9-May,175,Crown Hill Cemetery,Wheat Ridge,Colorado,USA,,,,,NOT,1887
17743,tebep101,Tebeau,Oliver Wendell,Patsy,12/05/1864,St. Louis,Missouri,USA,09/20/1887,6/12/1900,08/02/1890,8/19/1900,,,,,5/16/1918,St. Louis,Missouri,USA,R,R,8-May,163,Calvary Cemetery,Cleveland,Ohio,USA,"Section 10, Lot 134",,,,NOT,1887
17744,tebep102,Tebeau,Charles Alston,Pussy,02/22/1870,Worcester,Massachusetts,USA,07/22/1895,07/23/1895,,,,,,,3/25/1950,Pittsfield,Massachusetts,USA,,,10-May,175,St. Joseph's Cemetery,Pittsfield,Massachusetts,USA,,,,,NOT,1895
17745,tedra101,Tedrow,Allen Seymour,Al,12/14/1891,Westerville,Ohio,USA,9/15/1914,9/27/1914,,,,,,,1/23/1958,Westerville,Ohio,USA,R,L,Jun-00,180,Pioneer Cemetery,Westerville,Ohio,USA,,,,,NOT,1914
17746,teedd101,Teed,Richard Leroy,Dick,3/8/1926,Springfield,Massachusetts,USA,7/24/1953,7/24/1953,,,,,,,8/17/2014,Newport,Rhode Island,USA,B,R,11-May,180,Wendsor Veterans Memorial Cemetery,Windsor,Connecticut,USA,,,,,NOT,1953
17747,tehej001,Teheran,Julio Alberto,Julio,1/27/1991,Cartagena,Bolivar,Colombia,5/7/2011,9/26/2020,,,,,,,,,,,R,R,2-Jun,175,,,,,,,,,NOT,2011
17748,teixm001,Teixeira,Mark Charles,Mark,4/11/1980,Annapolis,Maryland,USA,4/1/2003,10/2/2016,,,,,,,,,,,B,R,3-Jun,220,,,,,,,,,NOT,2003
17749,tejam001,Tejada,Miguel Odalis (Martinez),Miguel,5/25/1974,Bani,Peravia,Dominican Republic,8/27/1997,8/10/2013,,,,,,,,,,,R,R,10-May,170,,,,,,,,,NOT,1997
17750,tejar001,Tejada,Ruben Dario,Ruben,10/27/1989,Santiago de Veraguas,Veraguas,Panama,4/7/2010,8/20/2019,,,,,,,,,,,R,R,11-May,160,,,,,,,,,NOT,2010
17751,tejaw001,Tejada,Wilfredo Aristides (Andujar),Wilfredo,11/12/1962,Santo Domingo,Distrito Nacional,Dominican Republic,9/9/1986,10/2/1988,,,,,,,,,,,R,R,Jun-00,175,,,,,,,,,NOT,1986
17752,tejea001,Tejeda,Anderson Alexander,Anderson,5/1/1998,Bani,Peravia,Dominican Republic,8/6/2020,9/27/2020,,,,,,,,,,,B,R,Jun-00,200,,,,,,,,,,2020
17753,tejem001,Tejera,Michael,Michael,10/18/1976,Havana,,Cuba,9/8/1999,6/9/2005,,,,,,,,,,,L,L,9-May,175,,,,,,,,,NOT,1999
17754,tejer001,Tejeda,Robinson Garcia,Rob,3/24/1982,Bani,Peravia,Dominican Republic,5/10/2005,5/25/2011,,,,,,,,,,,R,R,3-Jun,190,,,,,,,,,NOT,2005
17755,tekob001,Tekotte,Blake Aaron,Blake,5/24/1987,Columbia,Missouri,USA,5/25/2011,8/11/2013,,,,,,,,,,,L,R,11-May,175,,,,,,,,,NOT,2011
17756,tekuk001,Tekulve,Kenton Charles,Kent,3/5/1947,Cincinnati,Ohio,USA,5/20/1974,7/16/1989,,,,,,,,,,,R,R,4-Jun,180,,,,,,,,,NOT,1974
17757,telea001,Telemaco,Amaury (Regalado),Amaury,1/19/1974,Higuey,La Altagracia,Dominican Republic,5/16/1996,7/1/2005,,,,,,,,,,,R,R,4-Jun,220,,,,,,,,,NOT,1996
17758,telfa001,Telford,Anthony Charles,Anthony,3/6/1966,San Jose,California,USA,8/19/1990,7/15/2002,,,,,,,,,,,R,R,Jun-00,175,,,,,,,,,NOT,1990
17759,telgd001,Telgheder,David William,Dave,11/11/1966,Middletown,New York,USA,6/12/1993,6/2/1998,,,,,,,,,,,R,R,3-Jun,212,,,,,,,,,NOT,1993
17760,telit001,Telis,Tomas,Tomas,6/18/1991,El Tigre,Anzoategui,Venezuela,8/25/2014,4/27/2018,,,,,,,,,,,B,R,8-May,200,,,,,,,,,NOT,2014
17761,tellr001,Tellez,Ryan John,Rowdy,3/16/1995,Sacramento,California,USA,9/5/2018,9/29/2020,,,,,,,,,,,L,L,4-Jun,220,,,,,,,,,NOT,2018
17762,tellt001,Tellmann,Thomas John,Tom,3/29/1954,Warren,Pennsylvania,USA,6/9/1979,6/2/1985,,,,,,,,,,,R,R,3-Jun,195,,,,,,,,,NOT,1979
17763,tempc101,Templeton,Charles Sherman,Chuck,6/1/1932,Detroit,Michigan,USA,9/9/1955,6/10/1956,,,,,,,10/9/1997,Irving,Texas,USA,R,L,3-Jun,210,,,,,,,,,NOT,1955
17764,tempg001,Templeton,Garry Lewis,Garry,3/24/1956,Lockney,Texas,USA,8/9/1976,10/5/1991,,,,,,,,,,,B,R,11-May,175,,,,,,,,,NOT,1976
17765,tempj101,Temple,John Ellis,Johnny,8/8/1927,Lexington,North Carolina,USA,4/15/1952,7/14/1964,,,23480,23654,,,1/9/1994,White Rock,South Carolina,USA,R,R,11-May,175,Bethel Lutheran Church Cemetery,White Rock,South Carolina,USA,Cremated,,,,NOT,1952
17766,tenag101,Tenace,Fury Gene,Gene,10/10/1946,Russellton,Pennsylvania,USA,5/29/1969,9/30/1983,8/21/1991,9/25/1991,31510,40090,,,,,,,R,R,Jun-00,190,,,,,,Fiore Gino Tennaci,,,NOT,1969
17767,tenej101,Tener,John Kinley,John,07/25/1863,County Tyrone,,Ireland,06/08/1885,10/04/1890,,,,,06/03/1889,07/02/1890,5/19/1946,Pittsburgh,Pennsylvania,USA,R,R,4-Jun,180,Homewood Cemetery,Pittsburgh,Pennsylvania,USA,Section 12-3 Lot 102W,,,,NOT,1885
17768,tennf101,Tenney,Fred Clay,Fred,07/09/1859,Marlborough,New Hampshire,USA,06/17/1884,08/28/1884,,,,,,,6/15/1919,Fall River,Massachusetts,USA,,,,,Lake Grove Cemetery,Holliston,Massachusetts,USA,,,,,NOT,1884
17769,tennf102,Tenney,Frederick,Fred,11/26/1871,Georgetown,Massachusetts,USA,06/16/1894,10/7/1911,4/14/1905,10/9/1911,,,,,7/3/1952,Boston,Massachusetts,USA,L,L,9-May,155,Harmony Cemetery,Georgetown,Massachusetts,USA,,,,,NOT,1894
17770,tennj101,Tennant,James McDonnell,Jim,3/3/1907,Shepherdstown,West Virginia,USA,9/28/1929,9/28/1929,,,,,,,4/16/1967,Trumbull,Connecticut,USA,R,R,1-Jun,190,Lakeview Cemetery,Bridgeport,Connecticut,USA,,,,,NOT,1929
17771,tennt101,Tennant,Thomas Francis,Tom,07/03/1882,Monroe,Wisconsin,USA,4/18/1912,4/21/1912,,,,,,,2/15/1955,San Carlos,California,USA,L,L,11-May,165,Holy Cross Cemetery,Colma,California,USA,"Section B, Row 24, Area 33, Grave 6",,,,NOT,1912
17772,tepef101,Tepedino,Frank Ronald,Frank,11/23/1947,Brooklyn,New York,USA,5/12/1967,4/29/1975,,,,,,,,,,,L,L,11-May,185,,,,,,,,,NOT,1967
17773,tepen001,Tepesch,Nicholas James,Nick,10/12/1988,Kansas City,Missouri,USA,4/9/2013,8/19/2017,,,,,,,,,,,R,R,4-Jun,225,,,,,,,,,NOT,2013
17774,teper001,Tepera,Dennis Ryan,Ryan,11/3/1987,Lake Jackson,Texas,USA,5/10/2015,9/30/2020,,,,,,,,,,,R,R,1-Jun,180,,,,,,,,,NOT,2015
17775,tepsj101,Tepsic,Joseph John,Joe,9/18/1923,Slovan,Pennsylvania,USA,7/12/1946,10/1/1946,,,,,,,2/23/2009,"Bald Eagle, Blair County",Pennsylvania,USA,R,R,9-May,170,Bald Eagle Cemetery,Tyrone,Pennsylvania,USA,Cremated,,,,NOT,1946
17776,terdj001,Terdoslavich,Joseph Thomas,Joey,9/9/1988,Sarasota,Florida,USA,7/4/2013,8/18/2015,,,,,,,,,,,B,R,2-Jun,200,,,,,,,,,NOT,2013
17777,terlb101,Terlecki,Robert Joseph,Bob,2/14/1945,Trenton,New Jersey,USA,8/16/1972,10/1/1972,,,,,,,,,,,R,R,8-May,185,,,,,,,,,NOT,1972
17778,terlg101,Terlecky,Gregory John,Greg,3/20/1952,Culver City,California,USA,6/12/1975,9/23/1975,,,,,,,,,,,R,R,3-Jun,200,,,,,,,,,NOT,1975
17779,terpj101,Terpko,Jeffrey Michael,Jeff,10/16/1950,Sayre,Pennsylvania,USA,9/21/1974,6/2/1977,,,,,,,,,,,R,R,Jun-00,180,,,,,,,,,NOT,1974
17780,terra101,Terry,William H.,Adonis,08/07/1864,Westfield,Massachusetts,USA,05/01/1884,04/27/1897,,,,,08/02/1884,8/31/1901,2/24/1915,Milwaukee,Wisconsin,USA,R,R,5-11.5,168,Cremated,,,,,,,,NOT,1884
17781,terrb101,Terry,William Harold,Bill,10/30/1898,Atlanta,Georgia,USA,9/24/1923,10/6/1936,6/4/1932,9/28/1941,,,,,1/9/1989,Jacksonville,Florida,USA,L,L,1-Jun,200,Evergreen Cemetery,Jacksonville,Florida,USA,"Garden Cloister Mausoleum, Project F, Unit 3, Section C",,,,HOF,1923
17782,terrj101,Terrell,Jerry Wayne,Jerry,7/13/1946,Waseca,Minnesota,USA,4/14/1973,10/5/1980,,,,,,,,,,,R,R,11-May,165,,,,,,,,,NOT,1973
17783,terrj102,Terry,John Baxter,John,09/04/1877,Fairfax,Iowa,USA,9/17/1902,7/31/1903,,,,,,,1/10/1958,Cedar Rapids,Iowa,USA,,,5-10.5,,Cedar Memorial Park,Cedar Rapids,Iowa,USA,,,,,NOT,1902
17784,terrl001,Terrero,Luis Enrique,Luis,5/18/1980,Barahona,Barahona,Dominican Republic,7/10/2003,9/30/2007,,,,,,,,,,,R,R,2-Jun,190,,,,,,,,,NOT,2003
17785,terrr101,Terry,Ralph Willard,Ralph,1/9/1936,Big Cabin,Oklahoma,USA,8/6/1956,4/22/1967,,,,,,,,,,,R,R,3-Jun,195,,,,,,,,,NOT,1956
17786,terrs001,Terry,Scott Ray,Scott,11/21/1959,Hobbs,New Mexico,USA,4/9/1986,9/13/1991,,,,,,,,,,,R,R,11-May,195,,,,,,,,,NOT,1986
17787,terrt101,Terrell,John Thomas,Tom,06/29/1867,Louisville,Kentucky,USA,10/05/1886,10/05/1886,,,,,,,07/09/1893,Louisville,Kentucky,USA,,,,,St. John Cemetery,Louisville,Kentucky,USA,,,,,NOT,1886
17788,terru101,Terry,Walter W.,Wallace,04/07/1850,Middletown,Pennsylvania,USA,04/26/1875,05/05/1875,,,,,,,2/20/1908,Elizabeth,New Jersey,USA,,,,,Ivy Hill Cemetery,Philadelphia,Pennsylvania,USA,,,,,NOT,1875
17789,terrw001,Terrell,Charles Walter,Walt,5/11/1958,Jeffersonville,Indiana,USA,9/18/1982,10/2/1992,,,,,,,,,,,L,R,2-Jun,205,,,,,,,,,NOT,1982
17790,terry101,Terry,Lancelot,Yank,2/11/1911,Huron,Indiana,USA,8/3/1940,7/20/1945,,,,,,,11/4/1979,Bloomington,Indiana,USA,R,R,1-Jun,180,Cresthaven Cemetery,Bedford,Indiana,USA,,,,,NOT,1940
17791,terrz101,Terry,Zebulon Alexander,Zeb,06/17/1891,Denison,Texas,USA,4/12/1916,10/1/1922,,,,,,,3/14/1988,Los Angeles,California,USA,R,R,8-May,129,Angelus-Rosedale Cemetery,Los Angeles,California,USA,Cremated,,,,NOT,1916
17792,terwd101,Terwilliger,Richard Martin,Dick,6/27/1906,Sand Lake,Michigan,USA,8/18/1932,8/18/1932,,,,,,,1/21/1969,Greenville,Michigan,USA,R,R,11-May,178,Rest Haven Memorial Gardens,Belding,Michigan,USA,,,,,NOT,1932
17793,terww101,Terwilliger,Willard Wayne,Wayne,6/27/1925,Clare,Michigan,USA,8/6/1949,5/16/1960,,,25300,34556,,,2/3/2021,Weatherford,Texas,USA,R,R,11-May,165,,,,,,,,,NOT,1949
17794,tesca101,Tesch,Albert John,Al,01/27/1891,Jersey City,New Jersey,USA,8/21/1915,9/13/1915,,,,,,,8/3/1947,Jersey City,New Jersey,USA,B,R,10-May,155,Bay View-New York Bay Cemetery,Jersey City,New Jersey,USA,,,,,NOT,1915
17795,tesrj101,Tesreau,Charles Monroe,Jeff,03/05/1888,Ironton,Missouri,USA,4/12/1912,6/11/1918,,,,,,,9/24/1946,Hanover,New Hampshire,USA,R,R,2-Jun,218,Pine Knoll Cemetery,Hanover,New Hampshire,USA,,,,,NOT,1912
17796,tessj001,Tessmer,Jay Weldon,Jay,12/26/1971,Meadville,Pennsylvania,USA,8/27/1998,4/4/2002,,,,,,,,,,,R,R,3-Jun,190,,,,,,,,,NOT,1998
17797,testn101,Testa,Nicholas,Nick,6/29/1928,New York,New York,USA,4/23/1958,4/23/1958,,,21290,21456,,,11/16/2018,Yonkers,New York,USA,R,R,8-May,180,St. Raymond Cemetery,Bronx,New York,USA,,,,,NOT,1958
17798,tettd101,Tettelbach,Richard Morley,Dick,6/26/1929,New Haven,Connecticut,USA,9/25/1955,5/5/1957,,,,,,,1/26/1995,East Harwich,Massachusetts,USA,R,R,Jun-00,195,Cremated,,,,,,,,NOT,1955
17799,tettm001,Tettleton,Mickey Lee,Mickey,9/16/1960,Oklahoma City,Oklahoma,USA,6/30/1984,7/2/1997,,,,,,,,,,,B,R,2-Jun,200,,,,,,,,,NOT,1984
17800,teuft001,Teufel,Timothy Shawn,Tim,7/7/1958,Greenwich,Connecticut,USA,9/3/1983,9/28/1993,,,41004,42648,,,,,,,R,R,Jun-00,175,,,,,,,,,NOT,1983
17801,teutn001,Teut,Nathan Mark,Nate,3/11/1976,Newton,Iowa,USA,5/4/2002,6/27/2002,,,,,,,,,,,R,L,7-Jun,220,,,,,,,,,NOT,2002
17802,tewkb001,Tewksbury,Robert Alan,Bob,11/30/1960,Concord,New Hampshire,USA,4/11/1986,9/26/1998,,,,,,,,,,,R,R,4-Jun,200,,,,,,,,,NOT,1986
17803,texek001,Texeira,Kanekoa Jacob,Kanekoa,2/6/1986,Kula,Hawaii,USA,4/6/2010,4/20/2011,,,,,,,,,,,R,R,2-Jun,190,,,,,,,,,NOT,2010
17804,textg101,Textor,George Bernhardt,George,12/27/1886,Newport,Kentucky,USA,4/19/1914,6/23/1915,,,,,,,3/10/1954,Massillon,Ohio,USA,B,R,5-10.5,174,West Lawn Cemetery,Canton,Ohio,USA,,,,,NOT,1914
17805,thacm101,Thacker,Morris Benton,Moe,5/21/1934,Louisville,Kentucky,USA,8/3/1958,7/14/1963,,,,,,,11/13/1997,Louisville,Kentucky,USA,R,R,3-Jun,205,Cremated,,,,,,,,NOT,1958
17806,thaim001,Thaiss,Matthew Kevin,Matt,5/6/1995,Jackson,New Jersey,USA,7/3/2019,9/10/2020,,,,,,,,,,,L,R,Jun-00,215,,,,,,,,,,2019
17807,thaka101,Thake,Albert,Al,09/21/1849,Wymondham,,England,06/13/1872,08/28/1872,,,,,,,09/01/1872,Fort Hamilton,New York,USA,,,Jun-00,,Green-Wood Cemetery,Brooklyn,New York,USA,,,,,NOT,1872
17808,thame001,Thames,Eric Allyn,Eric,11/10/1986,Santa Clara,California,USA,5/18/2011,9/24/2020,,,,,,,,,,,L,R,1-Jun,205,,,,,,,,,NOT,2011
17809,thamm001,Thames,Marcus Markley,Marcus,3/6/1977,Louisville,Mississippi,USA,6/10/2002,7/6/2011,,,42465,44503,,,,,,,R,R,2-Jun,205,,,,,,,,,NOT,2002
17810,thatg101,Thatcher,Ulysses Grant,Grant,02/23/1877,Maytown,Pennsylvania,USA,9/9/1903,4/24/1904,,,,,,,3/17/1936,Lancaster,Pennsylvania,USA,,R,5-10.5,180,Woodward Hill Cemetery,Lancaster,Pennsylvania,USA,,,,,NOT,1903
17811,thatj001,Thatcher,Joseph,Joe,10/4/1981,Indianapolis,Indiana,USA,7/26/2007,10/2/2015,,,,,,,,,,,L,L,2-Jun,230,,,,,,,,,NOT,2007
17812,thayd001,Thayer,Dale Scott,Dale,12/17/1980,Fountain Valley,California,USA,5/22/2009,8/10/2015,,,,,,,,,,,R,R,Jun-00,195,,,,,,,,,NOT,2009
17813,thayg101,Thayer,Gregory Allen,Greg,10/23/1949,Cedar Rapids,Iowa,USA,4/7/1978,6/26/1978,,,,,,,,,,,R,R,11-May,182,,,,,,,,,NOT,1978
17814,theid101,Theiss,Duane Charles,Duane,11/20/1953,Zanesville,Ohio,USA,8/5/1977,10/1/1978,,,,,,,,,,,R,R,3-Jun,185,,,,,,,,,NOT,1977
17815,theij101,Theis,John Louis,Jack,07/23/1891,Georgetown,Ohio,USA,7/5/1920,7/5/1920,,,,,,,7/6/1941,Georgetown,Ohio,USA,R,R,Jun-00,190,Confidence Cemetery,Georgetown,Ohio,USA,,,,,NOT,1920
17816,theog101,Theodore,George Basil,George,11/13/1946,Salt Lake City,Utah,USA,4/14/1973,10/2/1974,,,,,,,,,,,R,R,4-Jun,190,,,,,,,,,NOT,1973
17817,theor101,Theobald,Ronald Merrill,Ron,7/28/1943,Oakland,California,USA,4/12/1971,10/4/1972,,,,,,,4/15/2016,Walnut Creek,California,USA,R,R,8-May,165,,,,,,,,,NOT,1971
17818,therj001,Therrien,Jesen Dygestile,Jesen,3/18/1993,Montreal,Quebec,Canada,7/29/2017,9/4/2017,,,,,,,,,,,R,R,2-Jun,200,,,,,,,,,NOT,2017
17819,therr001,Theriot,Ryan Stewart,Ryan,12/7/1979,Baton Rouge,Louisiana,USA,9/13/2005,10/28/2012,,,,,,,,,,,R,R,11-May,175,,,,,,,,,NOT,2005
17820,thesj101,Thesenga,Arnold Joseph,Jug,4/27/1914,Jefferson,South Dakota,USA,9/1/1944,9/25/1944,,,,,,,12/3/2002,Wichita,Kansas,USA,R,R,Jun-00,200,White Chapel Memorial Gardens,Wichita,Kansas,USA,,,,,NOT,1944
17821,thevt101,Thevenow,Thomas Joseph,Tommy,9/6/1903,Madison,Indiana,USA,9/4/1924,10/2/1938,,,,,,,7/29/1957,Madison,Indiana,USA,R,R,10-May,155,Springdale Cemetery,Madison,Indiana,USA,"Elms Section, Lot 422",,,,NOT,1924
17822,thieb101,Thiel,Maynard Bert,Bert,5/4/1926,Marion,Wisconsin,USA,4/17/1952,4/30/1952,,,,,,,7/31/2020,Pella,Wisconsin,USA,R,R,10-May,185,St. Mary Catholic Church Cemetery,Leopolis,Wisconsin,USA,,,,,NOT,1952
17823,thiec001,Thielbar,Caleb John,Caleb,1/31/1987,Northfield,Minnesota,USA,5/20/2013,9/29/2020,,,,,,,,,,,R,L,Jun-00,195,,,,,,,,,NOT,2013
17824,thied101,Thies,David Robert,Dave,3/21/1937,Minneapolis,Minnesota,USA,4/20/1963,6/7/1963,,,,,,,,,,,R,R,4-Jun,205,,,,,,,,,NOT,1963
17825,thieh101,Thielman,Henry Joseph,Henry,10/03/1880,St. Cloud,Minnesota,USA,4/17/1902,5/15/1903,,,,,,,9/2/1942,New York,New York,USA,R,R,11-May,175,Calvary Cemetery,St. Cloud,Minnesota,USA,,,,,NOT,1902
17826,thiej101,Thies,Vernon Arthur,Jake,4/1/1926,St. Louis,Missouri,USA,4/24/1954,4/17/1955,,,,,,,2/10/2013,Florissant,Missouri,USA,R,R,11-May,170,170,Lemay,Missouri,USA,,,,,NOT,1954
17827,thiej102,Thielman,John Peter,Jake,05/20/1879,St. Cloud,Minnesota,USA,4/19/1905,8/9/1908,,,,,,,1/28/1928,Minneapolis,Minnesota,USA,R,R,11-May,175,Calvary Cemetery,St. Cloud,Minnesota,USA,,,,,NOT,1905
17828,thigb001,Thigpen,Robert Thomas,Bobby,7/17/1963,Tallahassee,Florida,USA,8/6/1986,4/27/1994,,,41365,42645,,,,,,,R,R,3-Jun,195,,,,,,,,,NOT,1986
17829,thigc001,Thigpen,Curtis Barnard,Curtis,4/19/1983,Dallas,Texas,USA,6/6/2007,9/26/2008,,,,,,,,,,,R,R,11-May,190,,,,,,,,,NOT,2007
17830,thobj001,Thobe,John Joseph,J.J.,11/19/1970,Covington,Kentucky,USA,9/18/1995,9/29/1995,,,,,,,,,,,R,R,6-Jun,200,,,,,,,,,NOT,1995
17831,thobt001,Thobe,Thomas Neal,Tom,9/3/1969,Covington,Kentucky,USA,9/12/1995,4/25/1996,,,,,,,,,,,L,L,6-Jun,195,,,,,,,,,NOT,1995
17832,thoed101,Thoenen,Richard Crispin,Dick,1/9/1944,Mexico,Missouri,USA,9/16/1967,9/16/1967,,,,,,,,,,,R,R,6-Jun,215,,,,,,,,,NOT,1967
17833,tholj001,Thole,Joshua Michael,Josh,10/28/1986,Breese,Illinois,USA,9/3/2009,9/21/2016,,,,,,,,,,,L,R,1-Jun,205,,,,,,,,,NOT,2009
17834,thoma001,Thomas,Andres Perez,Andres,11/10/1963,Boca Chica,Distrito Nacional,Dominican Republic,9/3/1985,9/16/1990,,,,,,,,,,,R,R,1-Jun,170,,,,,,Andres Perez (Thomas),,,NOT,1985
17835,thoma002,Thompson,Andrew John,Andy,10/8/1975,Oconomowoc,Wisconsin,USA,5/2/2000,5/4/2000,,,,,,,,,,,R,R,3-Jun,210,,,,,,,,,NOT,2000
17836,thoma003,Thompson,Aaron Marshall,Aaron,2/28/1987,Beaumont,Texas,USA,8/24/2011,7/5/2015,,,,,,,,,,,L,L,2-Jun,190,,,,,,,,,NOT,2011
17837,thoma101,Thomason,Arthur Wilson,Art,02/12/1889,Liberty,Missouri,USA,8/10/1910,8/27/1910,,,,,,,5/2/1944,Kansas City,Missouri,USA,L,L,8-May,150,Fairview Cemetery,Liberty,Missouri,USA,,,,,NOT,1910
